chunk_id,content_id,comment_id,title,channel_name,comment_text,comment_likeCount,published_at,source_file,extraction_status,extraction_error,pi_detected,pi_stage,pi_confidence,pi_evidence_text,pi_brand,pi_brand_source,pi_is_lost_sale,un_detected,un_need_type,un_feature_area,un_need_text,un_brand,un_brand_source,un_intensity,qs_is_question,qs_question_type,qs_topic,qs_normalized_question,qs_is_content_gap,qs_brand,qs_brand_source
0UX03m7v21o_Ugx2L8PragWmFTDH0694AaABAg,0UX03m7v21o,Ugx2L8PragWmFTDH0694AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,This is useless,0,2025-12-18T10:02:30,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,product_complaint,,This is useless,Mahindra,video_title,medium,False,none,,,False,,
0UX03m7v21o_UgxAEHmPOo6s7UyzZOt4AaABAg,0UX03m7v21o,UgxAEHmPOo6s7UyzZOt4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"Very expensive, not perfect",0,2026-05-20T15:02:20,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,product_complaint,price,"Very expensive, not perfect",Mahindra,video_title,medium,False,none,,,False,,
0UX03m7v21o_UgxCSdefz7_cwickYi54AaABAg,0UX03m7v21o,UgxCSdefz7_cwickYi54AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"It should have had double power rod, power steering should have been double",1,2025-11-19T13:15:25,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,product_complaint,power steering,It should have had double power rod,Mahindra,video_title,medium,False,none,,,False,,
0UX03m7v21o_UgxTeGzdBtQo34jaelF4AaABAg,0UX03m7v21o,UgxTeGzdBtQo34jaelF4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Shri Bajrang tractor video,0,2025-08-16T15:21:42,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,False,none,,,False,,
0UX03m7v21o_UgxfTaI3pk6cfGqxv4R4AaABAg,0UX03m7v21o,UgxfTaI3pk6cfGqxv4R4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Make a video of Bhaiya Farmtrac 47,0,2025-09-18T08:12:53,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,content_request,,Can you make a video about the Farmtrac 47?,True,Farmtrac,comment
0UX03m7v21o_Ugxk7_w7rpAlwuAnvKd4AaABAg,0UX03m7v21o,Ugxk7_w7rpAlwuAnvKd4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Where will I get the new standard kit cheaper,0,2025-08-14T13:48:02,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.8,get the new standard kit cheaper,Mahindra,video_title,False,True,parts_availability,spare parts,get the new standard kit cheaper,Mahindra,video_title,medium,True,availability_inquiry,,Where can I get the new standard kit at a cheaper price?,False,Mahindra,video_title
0UX03m7v21o_UgxkQyL_Q8zuQEmKf-d4AaABAg,0UX03m7v21o,UgxkQyL_Q8zuQEmKf-d4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"Bhai, I am from Assam, I want to buy a Mahindra tractor, don't send it Bhai",0,2025-09-01T08:59:29,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,consideration,0.8,I want to buy a Mahindra tractor,Mahindra,comment,False,False,none,,,,,none,False,none,,,False,,
0UX03m7v21o_UgxrNQijovljEfzUNRh4AaABAg,0UX03m7v21o,UgxrNQijovljEfzUNRh4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Mahindra yuvo tech plus 475 4wd north lakhimpur assam on road price how much,2,2025-08-15T06:24:58,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.9,on road price how much,Mahindra,comment,False,False,none,,,,,none,True,price_inquiry,,"What is the on-road price of Mahindra Yuvo Tech Plus 475 4WD in North Lakhimpur, Assam?",False,Mahindra,comment
0UX03m7v21o_Ugxsm-DVrIT7U3EbfLh4AaABAg,0UX03m7v21o,Ugxsm-DVrIT7U3EbfLh4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,If it's 8.5 on road then it's fine,0,2025-11-22T05:09:04,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.8,If it's 8.5 on road then it's fine,Mahindra,video_title,False,False,none,,,,,none,False,none,,,False,,
0UX03m7v21o_Ugy3MsLBWkjRMsTTsTx4AaABAg,0UX03m7v21o,Ugy3MsLBWkjRMsTTsTx4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"If you do servicing in the shop, then I will do servicing myself, just let me know the cost, now Kishtee Kaun will get it done cheaply.",0,2026-01-29T03:15:22,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.8,just let me know the cost,Mahindra,video_title,False,False,none,,,,,none,True,price_inquiry,,What is the cost of servicing the Mahindra Yuvo Tech Plus 575 4WD?,False,Mahindra,video_title
0UX03m7v21o_Ugy9gx_cs7SibsXR0wx4AaABAg,0UX03m7v21o,Ugy9gx_cs7SibsXR0wx4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Make a video of Mahindra 585 3533cc,0,2025-09-02T02:11:03,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,comment,False,False,none,,,Mahindra,comment,none,True,content_request,,Can you make a video about the Mahindra 585 with a 3533cc engine?,True,Mahindra,comment
0UX03m7v21o_UgyJjRPaLVWpXi5aEF94AaABAg,0UX03m7v21o,UgyJjRPaLVWpXi5aEF94AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Nice video.,0,2025-08-14T15:44:16,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,False,none,,,False,,
0UX03m7v21o_UgyJw5AgIOFbKkdlgdN4AaABAg,0UX03m7v21o,UgyJw5AgIOFbKkdlgdN4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"Sir, it won't be available in cash, please reply",0,2025-08-14T15:19:00,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,dealer_inquiry,0.8,it won't be available in cash,Mahindra,video_title,False,False,none,,,,,none,True,availability_inquiry,,Will the Mahindra Yuvo Tech Plus 575 4WD be available for cash purchase?,False,Mahindra,video_title
0UX03m7v21o_UgyWufoInUMLiNlOuzZ4AaABAg,0UX03m7v21o,UgyWufoInUMLiNlOuzZ4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,It should have double power steering.,0,2025-12-03T14:10:17,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,feature_request,steering,It should have double power steering,Mahindra,video_title,medium,False,none,,,False,,
0UX03m7v21o_UgybAMY7wYcPJDiE7wN4AaABAg,0UX03m7v21o,UgybAMY7wYcPJDiE7wN4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,It should have been double,0,2025-08-17T09:48:08,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,product_complaint,features,It should have been double,Mahindra,video_title,low,False,none,,,False,,
0UX03m7v21o_UgyekYmRjrChAy1JJ-x4AaABAg,0UX03m7v21o,UgyekYmRjrChAy1JJ-x4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,New Holland video,1,2025-08-16T15:07:12,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,New Holland,comment,False,False,none,,,,,none,False,none,,,False,,
0UX03m7v21o_Ugygzu55sRCE2IKbPGd4AaABAg,0UX03m7v21o,Ugygzu55sRCE2IKbPGd4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"Bought it for 8 lakhs, 4WD",0,2026-01-17T06:50:57,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,post_purchase,0.9,Bought it for 8 lakhs,Mahindra,video_title,False,False,none,,,,,none,True,availability_inquiry,,From where can I buy the Mahindra Yuvo Tech Plus 575 4WD?,False,Mahindra,video_title
0UX03m7v21o_UgyhsMdMsBHDcK7RP7B4AaABAg,0UX03m7v21o,UgyhsMdMsBHDcK7RP7B4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Will it run with the Super seeder or not?,0,2026-04-07T15:46:03,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,True,usage_inquiry,,Will the Mahindra Yuvo Tech Plus 575 4WD run with the Super seeder?,False,Mahindra,video_title
0UX03m7v21o_UgyuB3kdncB66CNyzl14AaABAg,0UX03m7v21o,UgyuB3kdncB66CNyzl14AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Dgj,0,2026-03-21T14:53:44,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,False,none,,,False,,
0UX03m7v21o_UgyukPHGQCluBYXEvS94AaABAg,0UX03m7v21o,UgyukPHGQCluBYXEvS94AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Lehkin Sorum one gives 400 hours,0,2025-08-14T13:48:12,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,False,none,,,False,,
0UX03m7v21o_UgyyvjKz2x3A1iK3fVh4AaABAg,0UX03m7v21o,UgyyvjKz2x3A1iK3fVh4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"If Mahindra double acting power steering comes in four wheel drive, it will be unbeatable.",0,2025-11-19T13:15:53,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,comment,False,False,none,,,Mahindra,comment,none,False,none,,,False,,
0UX03m7v21o_Ugyz18kC3IbXs00rOyB4AaABAg,0UX03m7v21o,Ugyz18kC3IbXs00rOyB4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"Where is this, Bhaiya?",1,2025-08-14T13:46:59,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,True,availability_inquiry,,Where is the Mahindra Yuvo Tech Plus 575 4WD available?,False,Mahindra,video_title
0UX03m7v21o_UgyzK74lgYXN2R1DE8Z4AaABAg,0UX03m7v21o,UgyzK74lgYXN2R1DE8Z4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,"If it's second hand, then let us know",0,2025-09-05T19:27:30,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,True,post_purchase,0.8,I bought it bro,Mahindra,video_title,False,False,none,,,,,none,True,availability_inquiry,,Is this tractor available second-hand?,False,Mahindra,video_title
0UX03m7v21o_UgzSyod9oCZRktllvEN4AaABAg,0UX03m7v21o,UgzSyod9oCZRktllvEN4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Power saving double rod should be there.,0,2025-11-25T05:13:47,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,feature_request,engine performance,Power saving double rod should be there,Mahindra,video_title,medium,False,none,,,False,,
0UX03m7v21o_UgzVHBbn8jciDksSaid4AaABAg,0UX03m7v21o,UgzVHBbn8jciDksSaid4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,How much subsidy is there on Headed?,0,2026-03-31T10:35:34,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,availability_inquiry,,What is the subsidy on Mahindra Yuvo Tech Plus 575 4WD?,False,Mahindra,video_title
0UX03m7v21o_UgzZgrVjyhfG91aKN_x4AaABAg,0UX03m7v21o,UgzZgrVjyhfG91aKN_x4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Make a video on 575 4wd special edition,4,2025-08-15T07:51:20,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,True,content_request,,Can you make a video on the Mahindra Yuvo Tech Plus 575 4WD special edition?,True,Mahindra,video_title
0UX03m7v21o_Ugz_tKGc5SVhJ5SXIdB4AaABAg,0UX03m7v21o,Ugz_tKGc5SVhJ5SXIdB4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Double power steering rod should have been there.,0,2025-08-15T13:56:07,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,product_complaint,steering,"This tractor doesn't start, its steering works less",Mahindra,video_title,medium,False,none,,,False,,
0UX03m7v21o_UgzcRqaqFUj63BN9GbR4AaABAg,0UX03m7v21o,UgzcRqaqFUj63BN9GbR4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Its hydraulics lift very well,0,2025-08-15T15:12:28,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,False,none,,,Mahindra,video_title,none,False,none,,,False,,
0UX03m7v21o_UgzulU2AC1HoxhilyaV4AaABAg,0UX03m7v21o,UgzulU2AC1HoxhilyaV4AaABAg,Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025,INDIA MOTOR CAR,Does it consume more oil?,4,2025-11-18T08:03:20,YouTube Comments Mahindra Yuvo Tech Plus 575 4WD  दमदर 4WD टरकटर  Mileage Price  Features 2025 (1).xlsx,success,,False,none,0.0,,Mahindra,video_title,False,True,product_complaint,fuel efficiency,Does it consume more oil?,Mahindra,video_title,low,True,usage_inquiry,,Does the Mahindra Yuvo Tech Plus 575 4WD consume more oil?,False,Mahindra,video_title
PIXcWAnUJl8_UgwJVPfVZ4j8k_yyb7t4AaABAg,PIXcWAnUJl8,UgwJVPfVZ4j8k_yyb7t4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"Brother, please please show powertrac euro 50 rotavator performance",0,2026-05-10T06:46:11,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,True,content_gap,rotavator performance,show powertrac euro 50 rotavator performance,Powertrac,comment,medium,True,content_request,,Can you show the performance of the Powertrac Euro 50 rotavator?,True,Powertrac,comment
PIXcWAnUJl8_UgwM-CzM8CYINPdUG3t4AaABAg,PIXcWAnUJl8,UgwM-CzM8CYINPdUG3t4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,Is there a 50 hp model available,2,2026-05-08T12:21:22,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,New Holland,video_title,False,False,none,,,New Holland,video_title,none,True,spec_inquiry,,Is there a 50 horsepower model available?,False,New Holland,video_title
PIXcWAnUJl8_UgwW5ksPvzyb_lepYMt4AaABAg,PIXcWAnUJl8,UgwW5ksPvzyb_lepYMt4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"Bro, I am from kavindapadi, we are doing silage business, it's been 3 months since we started. If you give your mobile number, I will call you. I want to upload my video on your YouTube channel, please give your number bro. Please upload Eicher 242 review.",0,2026-05-08T10:08:49,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,content_request,,Can you upload an Eicher 242 review on your YouTube channel?,True,Eicher,comment
PIXcWAnUJl8_UgwkC1TnHQqEQrHpWKF4AaABAg,PIXcWAnUJl8,UgwkC1TnHQqEQrHpWKF4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"Anna, what mileage will it give 😊",2,2026-05-08T13:55:54,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,New Holland,video_title,False,False,none,,,New Holland,video_title,none,True,spec_inquiry,,What mileage will the New Holland 4510 Excel tractor give?,False,New Holland,video_title
PIXcWAnUJl8_UgwlSRppQ8wAXx0til94AaABAg,PIXcWAnUJl8,UgwlSRppQ8wAXx0til94AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"Bro, please upload a review of kubota mu5502 4x4 bro",1,2026-05-08T12:00:09,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,content_request,,Can you please upload a review of the Kubota MU5502 4x4?,True,Kubota,comment
PIXcWAnUJl8_UgwqM5Jf-eQ8Ax0XnsV4AaABAg,PIXcWAnUJl8,UgwqM5Jf-eQ8Ax0XnsV4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"Bro, please upload a video of John Deere 5310 crd, Anna",0,2026-05-08T14:54:49,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,content_request,,Can you please upload a video of the John Deere 5310 CRD?,True,John Deere,comment
PIXcWAnUJl8_UgwsTQrb-Gw742DGahx4AaABAg,PIXcWAnUJl8,UgwsTQrb-Gw742DGahx4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,New Holland 3130,1,2026-05-08T13:59:04,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,New Holland,comment,False,False,none,,,New Holland,comment,none,False,none,,,False,,
PIXcWAnUJl8_UgwuP2FlnYDGYqvsPwV4AaABAg,PIXcWAnUJl8,UgwuP2FlnYDGYqvsPwV4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,What is the price,0,2026-05-08T08:54:08,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,True,dealer_inquiry,0.8,What is the price,New Holland,video_title,False,False,none,,,,,none,True,price_inquiry,,What is the price of the New Holland 4510 Excel tractor?,False,New Holland,video_title
PIXcWAnUJl8_Ugx2XMBRGW4R46ajtp54AaABAg,PIXcWAnUJl8,Ugx2XMBRGW4R46ajtp54AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"Bro, please upload a video of New Holland 3230 45 hp vs 42 hp 8*8 gear appsan",2,2026-05-09T20:43:09,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,comparison_inquiry,,Can you compare the New Holland 3230 45 hp and 42 hp 8*8 gear tractors?,True,New Holland,comment
PIXcWAnUJl8_Ugx3hkpep28Mji9npmN4AaABAg,PIXcWAnUJl8,Ugx3hkpep28Mji9npmN4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"If there is a 55 hp model, please make a video about it",1,2026-05-09T09:46:17,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,content_request,,Can you make a video about the 55 hp model?,True,New Holland,video_title
PIXcWAnUJl8_UgxJGiWPri8FiEUaC0V4AaABAg,PIXcWAnUJl8,UgxJGiWPri8FiEUaC0V4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,Mahindra mini tractor cultivator performance please bro,1,2026-05-08T08:04:29,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,Mahindra,comment,False,True,content_gap,cultivator performance,Mahindra mini tractor cultivator performance please bro,Mahindra,comment,low,True,spec_inquiry,,What is the performance of the Mahindra mini tractor cultivator?,True,Mahindra,comment
PIXcWAnUJl8_UgxNEOL9oJj9Un8NTDB4AaABAg,PIXcWAnUJl8,UgxNEOL9oJj9Un8NTDB4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"Brother, please give a review of jd 5050gear pro",1,2026-05-08T08:29:29,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,True,content_request,,Can you please review the John Deere 5050 Gear Pro?,True,John Deere,comment
PIXcWAnUJl8_UgxZa84OpC6my-aVQHB4AaABAg,PIXcWAnUJl8,UgxZa84OpC6my-aVQHB4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,❤️❤️❤️❤️,0,2026-05-12T14:15:43,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,New Holland,video_title,False,False,none,,,New Holland,video_title,none,False,none,,,False,,
PIXcWAnUJl8_Ugxar6sAjCky747SxRh4AaABAg,PIXcWAnUJl8,Ugxar6sAjCky747SxRh4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"New Holland Fans 👍

For more details - +917708251210
Share your Thoughts 😀",13,2026-05-08T07:54:22,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,New Holland,video_title,False,False,none,,,,,none,True,content_request,,Can you please review the 3600-2 all rounder 12+3 creeper model?,True,,
PIXcWAnUJl8_Ugy0ywi8H2v2EvyArZV4AaABAg,PIXcWAnUJl8,Ugy0ywi8H2v2EvyArZV4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,4710 vandi irukku,0,2026-05-08T17:50:38,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,False,none,,,,,none,False,none,,,False,,
PIXcWAnUJl8_Ugy4eIp88j6KvAugomF4AaABAg,PIXcWAnUJl8,Ugy4eIp88j6KvAugomF4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,"Bro, review Mahindra 585 tich plus",2,2026-05-08T09:45:00,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,,,False,True,content_gap,tractor review,review Mahindra 585 tich plus,Mahindra,comment,low,True,content_request,,Can you review the Mahindra 585 DI?,True,Mahindra,comment
PIXcWAnUJl8_Ugy63pb0BVKwgJd-k1l4AaABAg,PIXcWAnUJl8,Ugy63pb0BVKwgJd-k1l4AaABAg,New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA,Agriculture INDIA,Tractor torque backup torque video please do Anna,0,2026-05-08T17:25:26,YouTube Comments New Holland 4510 Excel 4wd and 2wd Tractor full review  New launch  Agriculture INDIA.xlsx,success,,False,none,0.0,,New Holland,video_title,False,False,none,,,New Holland,video_title,none,True,content_request,,Can you please make a video about the tractor's torque and backup torque?,True,New Holland,video_title
